Q0WV96	AT1G01010
Q9LF34	AT5G15480
Q9LF33	AT5G15490
Q3E7H2	AT5G15500
Q9LF32	AT5G15500
A0A1P8BGZ9	AT5G15510
F4K9T9	AT5G15510
F4K9U0	AT5G15510
Q9LF30	AT5G15520
Q9LLC1	AT5G15530
A0A1P8BHW0	AT5G15537
A5HEI1	AT5G15540
F4KB59	AT5G15550
Q9LF27	AT5G15550
Q9LF26	AT5G15560
A0A178UC64	AT5G15570
Q9LF24	AT5G15580
Q9LF22	AT5G15600
Q0WSE9	AT5G15610
Q9LF21	AT5G15610
Q9LF20	AT5G15620
A0A1P8BE64	AT5G15630
A0A1P8BE86	AT5G15630
A0A384LH43	AT5G15630
Q9LFW3	AT5G15630
A0A178UI31	AT5G15640
A0A1P8B9P4	AT5G15640
Q9LFW1	AT5G15650
Q9LFW0	AT5G15660
Q9LFV9	AT5G15670
A0A178UBZ6	AT5G15680
Q8GXM6	AT5G15680
A0A1P8BBR6	AT5G15685
Q9LFV7	AT5G15690
A0A178UAN7	AT5G15700
F4KB75	AT5G15700
Q9LFV6	AT5G15700
Q9LFV5	AT5G15710
A0A1P8BHE5	AT5G15720
A0A1P8BHE7	AT5G15720
Q8LFJ9	AT5G15720
A0A178UDF8	AT5G15725
F4KB79	AT5G15725
Q9LFV3	AT5G15730
A0A178U7N5	AT5G15740
Q4V398	AT5G15740
A0A1P8BGG8	AT5G15745
Q683D4	AT5G15750
Q9LFV0	AT5G15760
Q9LFU9	AT5G15770
Q9LFU8	AT5G15780
A0A1P8BE16	AT5G15790
Q9LFU7	AT5G15790
F4KB90	AT5G15800
P29382	AT5G15800
Q8GYN2	AT5G15802
Q9LFU5	AT5G15810
A0A178ULW9	AT5G15820
Q9LFU3	AT5G15830
Q39057	AT5G15840
O50055	AT5G15850
A0A178UEM4	AT5G15853
Q94AS5	AT5G15860
Q9LFT3	AT5G15870
Q9LFT2	AT5G15880
A0A178UJC9	AT5G15890
Q9LFT1	AT5G15890
A0A1P8BFJ2	AT5G15900
Q9LFT0	AT5G15900
A0A1P8BBC4	AT5G15910
Q8LD22	AT5G15910
Q9LFS9	AT5G15910
Q9LFS8	AT5G15920
O81347	AT5G15930
Q8L756	AT5G15930
A0A1P8BEW8	AT5G15940
A0A1P8BEX4	AT5G15940
F4KBA8	AT5G15940
Q9LFS7	AT5G15940
Q9S7T9	AT5G15950
P18612	AT5G15960
P31169	AT5G15970
Q8LPF1	AT5G15980
Q9LFS4	AT5G16000
Q9LFS3	AT5G16010
Q9LFS2	AT5G16020
Q6X5V0	AT5G16023
A0A1P8BBG8	AT5G16030
A0A1P8BBH8	AT5G16030
B3H6N4	AT5G16030
Q8RWE0	AT5G16030
Q9LFS1	AT5G16030
A0A1P8BGN0	AT5G16040
Q9LFS0	AT5G16040
P42645	AT5G16050
Q9LFR9	AT5G16060
Q8L7N0	AT5G16070
Q9LFR7	AT5G16080
F4KCN6	AT5G16090
A0A1R7T3I3	AT5G16100
F4KCN7	AT5G16100
A0A178UFQ4	AT5G16110
Q0WL40	AT5G16110
Q9LF17	AT5G16110
A0A1P8B9I4	AT5G16120
B3H7N1	AT5G16120
Q9C5I9	AT5G16120
Q8LD03	AT5G16130
Q9LF14	AT5G16140
Q56ZZ7	AT5G16150
Q67Z64	AT5G16160
Q9LF12	AT5G16160
Q4V3A2	AT5G16170
Q9LF11	AT5G16170
A0A1P8BGS4	AT5G16180
Q9LF10	AT5G16180
A0A1P8BCB4	AT5G16190
A0A1P8BCC7	AT5G16190
A0A1P8BCD5	AT5G16190
Q9LF09	AT5G16190
Q9LF08	AT5G16200
Q8VYW7	AT5G16210
A0A1P8BGU7	AT5G16230
Q9LF05	AT5G16230
Q9LF04	AT5G16240
A0A178UQP5	AT5G16250
Q8W1Y0	AT5G16270
F4KCQ9	AT5G16280
F4KCR0	AT5G16280
Q3E9H1	AT5G16285
A0A178UPR3	AT5G16290
Q9FFF4	AT5G16290
F4KCR6	AT5G16300
F4KCR7	AT5G16300
F4KCR8	AT5G16300
Q9FFF3	AT5G16300
A0A178UMH2	AT5G16310
Q9FFF2	AT5G16310
Q9FFF1	AT5G16320
A0A178UHE4	AT5G16330
Q9FFE9	AT5G16340
A0A1P8BHI6	AT5G16350
A0A1P8BHJ4	AT5G16350
Q9FFE8	AT5G16350
Q9FFE7	AT5G16360
Q9FFE6	AT5G16370
Q9FFE5	AT5G16380
F4KE21	AT5G16390
Q42533	AT5G16390
Q9XFH9	AT5G16400
Q6DBD4	AT5G16410
Q9FFE3	AT5G16420
Q9FFE2	AT5G16430
A0A178ULI3	AT5G16440
Q38929	AT5G16440
Q9FFE0	AT5G16450
Q2V371	AT5G16453
Q9FFD9	AT5G16460
Q9FFD8	AT5G16470
A0A178UDK7	AT5G16480
A0A1P8BBP7	AT5G16480
Q9FFD7	AT5G16480
Q1G3F8	AT5G16486
Q9FFD5	AT5G16490
Q1PDW3	AT5G16500
Q9FFD2	AT5G16510
A0A1P8BA46	AT5G16520
Q8GUJ0	AT5G16520
A0A1P8BEE7	AT5G16530
Q9FFD0	AT5G16530
A0A1P8BAG3	AT5G16540
Q8L7N8	AT5G16540
A0A178US69	AT5G16550
Q93WJ9	AT5G16560
A0A1P8BF22	AT5G16570
Q9FMD9	AT5G16570
Q9FMD8	AT5G16580
Q9FMD7	AT5G16590
Q9SPG7	AT5G16600
A0A1P8BD80	AT5G16610
F4KE50	AT5G16610
Q8RY21	AT5G16610
Q9FMD6	AT5G16610
A0A178UCV7	AT5G16620
A0A178UD08	AT5G16620
Q9FMD5	AT5G16620
A0A1R7T387	AT5G16630
Q8W489	AT5G16630
Q9FMD3	AT5G16640
A0A178UDW8	AT5G16650
A0A1P8BDW0	AT5G16650
A0A178U7E8	AT5G16660
A8MS48	AT5G16660
Q9C5U9	AT5G16660
Q9LFF0	AT5G16660
A0A384KWQ2	AT5G16680
A0A1P8BC82	AT5G16690
Q6E7H0	AT5G16690
A0A178UAC8	AT5G16700
Q8LE52	AT5G16710
F4KE63	AT5G16715
Q0WNW4	AT5G16720
Q9LFE4	AT5G16730
Q9LFE3	AT5G16740
Q93ZT0	AT5G16750
Q9LFE2	AT5G16750
Q9SBA5	AT5G16760
A0A178ULN4	AT5G16770
F4KE69	AT5G16770
Q9LFE1	AT5G16770
Q9LFE0	AT5G16780
Q8LDS5	AT5G16790
A0A178UGY7	AT5G16800
A0A178UIX7	AT5G16800
F4KFH9	AT5G16800
A0A178U9S3	AT5G16810
A0A1R7T3A0	AT5G16810
O81821	AT5G16820
Q39233	AT5G16830
Q9LFD5	AT5G16840
A0A1P8B9U1	AT5G16850
Q9SPU7	AT5G16850
Q9LFL5	AT5G16860
A0A178UKL6	AT5G16870
F4KFJ2	AT5G16880
Q9LFL3	AT5G16880
A0A178UTN6	AT5G16890
A0A1P8BFJ0	AT5G16900
A0A1P8BFK6	AT5G16900
C0LGT5	AT5G16900
Q9LFL0	AT5G16910
A0A178U892	AT5G16920
Q9LFK9	AT5G16920
A0A178UFS6	AT5G16930
Q9LFK7	AT5G16940
A0A178UKI6	AT5G16950
Q9LFK5	AT5G16960
Q39172	AT5G16970
F4KFK3	AT5G16980
Q8GWT2	AT5G16980
Q39173	AT5G16990
A0A1P8BEE4	AT5G17000
Q93Z72	AT5G17000
F4KFK7	AT5G17010
Q6AWX0	AT5G17010
Q9SMV6	AT5G17020
Q9LFK0	AT5G17030
A0A1P8BEY4	AT5G17040
Q9LFJ9	AT5G17040
Q9LFJ8	AT5G17050
A0A384LLN8	AT5G17060
A0A1P8BA22	AT5G17070
Q8VY58	AT5G17070
Q9LFJ6	AT5G17070
Q9LFJ5	AT5G17080
Q9LFJ4	AT5G17090
Q58FU2	AT5G17100
Q9LFJ3	AT5G17100
Q9LFJ2	AT5G17110
Q9LFJ1	AT5G17120
Q9LFJ0	AT5G17130
Q9LFI9	AT5G17140
F4KFM6	AT5G17150
A0A178U8Q0	AT5G17160
Q9LFI7	AT5G17160
F4KFM8	AT5G17165
A0A1P8BD70	AT5G17167
A8MSF2	AT5G17170
Q9FFJ2	AT5G17170
Q9FFJ1	AT5G17180
Q9FFJ0	AT5G17190
Q9FFI9	AT5G17200
A0A178UPP0	AT5G17210
F4KGX3	AT5G17210
Q9FE46	AT5G17220
F4KGX7	AT5G17230
P37271	AT5G17230
Q56Z27	AT5G17230
A0A1P8BA78	AT5G17240
Q6NQJ8	AT5G17240
F4KGY0	AT5G17250
Q9FFI5	AT5G17260
A0A1P8BER5	AT5G17270
Q9FFI4	AT5G17270
A0A178URK8	AT5G17280
Q9FFI2	AT5G17290
A0A1P8BGA9	AT5G17300
F4KGY6	AT5G17300
A0A1P8BGC5	AT5G17305
A0A1P8BC93	AT5G17310
A0A1P8BC98	AT5G17310
F4KGY8	AT5G17310
P57751	AT5G17310
A0A178UD74	AT5G17320
Q9FFI0	AT5G17320
A0A178UK63	AT5G17330
Q42521	AT5G17330
Q9FYN3	AT5G17340
Q9LF49	AT5G17350
Q9LF48	AT5G17360
A0A1P8BB81	AT5G17370
F4KGZ4	AT5G17370
Q9LF46	AT5G17380
Q9LF45	AT5G17390
Q0WQJ0	AT5G17400
Q8LB08	AT5G17400
A0A178UQN0	AT5G17410
A0A178URW3	AT5G17410
A0A178UTZ1	AT5G17410
Q9C5H9	AT5G17410
Q9SWW6	AT5G17420
A0A1R7T398	AT5G17430
Q6PQQ4	AT5G17430
A0A178UML4	AT5G17440
A0A178UNS6	AT5G17440
Q940U9	AT5G17440
A0A178ULE1	AT5G17450
A0A178UM46	AT5G17450
Q9LF57	AT5G17450
A0A1P8BCT0	AT5G17460
Q949X1	AT5G17460
Q9LF55	AT5G17470
Q9LF54	AT5G17480
Q9LF53	AT5G17490
Q9LF52	AT5G17500
A0A178UI20	AT5G17510
A0A384LHN8	AT5G17510
A0A1P8BC44	AT5G17520
Q9LF50	AT5G17520
F4KH13	AT5G17523
A0A1P8BGI7	AT5G17530
A0A1P8BGJ0	AT5G17530
F4KH14	AT5G17530
Q8W4R0	AT5G17530
Q9LF71	AT5G17530
A0A178UK95	AT5G17540
Q9LF70	AT5G17540
A0A1P8BFP6	AT5G17550
Q94EI3	AT5G17550
A0A1P8BBD0	AT5G17560
A0A1P8BBE1	AT5G17560
Q9LF68	AT5G17560
A0A1P8BFV0	AT5G17570
A2RVM4	AT5G17570
A0A1P8BAC1	AT5G17580
Q9LF66	AT5G17580
Q9LF65	AT5G17590
Q9LF64	AT5G17600
Q67Y04	AT5G17610
Q0WTP1	AT5G17620
Q9LF61	AT5G17630
Q9LF60	AT5G17640
Q9LF59	AT5G17650
A0A178UNQ2	AT5G17660
A0A178UQQ4	AT5G17660
Q8L8R4	AT5G17660
Q9FN85	AT5G17660
A0A178UFV5	AT5G17670
A0A178UHK6	AT5G17670
Q9FN84	AT5G17670
F4KIC7	AT5G17680
Q9FN83	AT5G17680
A0A1P8B9G6	AT5G17690
A0A1P8B9H0	AT5G17690
Q946J8	AT5G17690
A0A1P8BAR9	AT5G17700
Q8L616	AT5G17700
A0A178U8H4	AT5G17710
Q94K56	AT5G17710
Q9FN79	AT5G17720
Q9FN78	AT5G17730
Q9FN77	AT5G17740
F4KID5	AT5G17750
Q9FN75	AT5G17760
Q9ZNT1	AT5G17770
Q700D5	AT5G17780
Q8S9K3	AT5G17790
Q6R053	AT5G17800
A0A1P8BCH3	AT5G17810
Q8GY25	AT5G17810
A0A1P8BGP6	AT5G17820
Q43729	AT5G17820
A0A1P8BGB1	AT5G17830
Q9FN70	AT5G17830
Q93ZT2	AT5G17840
Q9FKP2	AT5G17850
A0A1P8BHB5	AT5G17860
Q9FKP1	AT5G17860
A0A1P8BCP6	AT5G17870
Q9FKP0	AT5G17870
A0A1P8BFL2	AT5G17880
F4KIF3	AT5G17880
Q9FKN7	AT5G17890
Q9FKN6	AT5G17900
Q9FKN5	AT5G17910
O50008	AT5G17920
Q67Z79	AT5G17930
Q9FJG5	AT5G17960
Q9FJG4	AT5G17970
Q9FJG3	AT5G17980
Q02166	AT5G17990
A0A1P8BA45	AT5G18000
Q9FJG2	AT5G18000
Q9FJG1	AT5G18010
Q9FJG0	AT5G18020
Q9FJF9	AT5G18030
B3H7D8	AT5G18037
A0A1P8B9L8	AT5G18040
Q9FJF8	AT5G18040
Q9FJF7	AT5G18050
Q9FJF6	AT5G18060
F4KIH4	AT5G18065
P57750	AT5G18070
Q9FK62	AT5G18080
Q9FK61	AT5G18090
A0A178UCD7	AT5G18100
Q9FK60	AT5G18100
Q9FK59	AT5G18110
A0A1P8BC22	AT5G18120
A0A1P8BC37	AT5G18120
Q84JN1	AT5G18120
Q3E9G1	AT5G18130
Q9FK57	AT5G18130
Q9FK55	AT5G18150
Q9FK54	AT5G18160
Q43314	AT5G18170
Q94AA6	AT5G18170
A0A178US08	AT5G18180
Q9FK53	AT5G18180
A0A384L8P1	AT5G18190
Q9FK51	AT5G18200
A0A1P8BDP1	AT5G18210
Q9FK49	AT5G18220
A0A1P8B9Q7	AT5G18230
A0A1P8B9R0	AT5G18230
F4JWJ6	AT5G18230
F4JWJ7	AT5G18230
A0A178UTV9	AT5G18240
A0A1P8BEW2	AT5G18240
Q9FK47	AT5G18240
A0A178ULV7	AT5G18250
A0A178ULS0	AT5G18260
Q9FK45	AT5G18260
F4JWK6	AT5G18270
Q9FK44	AT5G18270
Q9SPM5	AT5G18280
Q9FK43	AT5G18290
Q9FK42	AT5G18300
A0A178UF68	AT5G18310
A0A1P8BF46	AT5G18310
Q8L9Z6	AT5G18310
Q3E9F7	AT5G18320
Q3E9F6	AT5G18330
Q3E9F5	AT5G18340
F4JWL7	AT5G18350
F4JWM0	AT5G18370
A8MRX2	AT5G18380
F4JWM1	AT5G18380
Q42340	AT5G18380
Q94JX6	AT5G18390
Q8L7Z3	AT5G18400
Q2V370	AT5G18403
B3H712	AT5G18404
Q2V369	AT5G18407
B3H6L9	AT5G18410
Q5S2C3	AT5G18410
A0A1P8BG97	AT5G18420
B4F7N8	AT5G18420
B4F7Q4	AT5G18420
F4JWN4	AT5G18420
Q5PNZ0	AT5G18430
A0A178UB40	AT5G18440
P61827	AT5G18450
A0A178UQE3	AT5G18460
A0A178URG2	AT5G18460
A0A178URK2	AT5G18460
A0A178USX3	AT5G18460
Q94K76	AT5G18470
Q3E9F0	AT5G18475
Q8GWB7	AT5G18480
Q940K1	AT5G18490
Q8LEB6	AT5G18500
Q1PDV7	AT5G18510
Q3E9E9	AT5G18510
A0A178UFK2	AT5G18520
F4JY11	AT5G18520
F4JY12	AT5G18525
A0A178UK53	AT5G18540
A0A1P8B9P5	AT5G18540
Q6GKY0	AT5G18540
A0A178U807	AT5G18550
A0A1P8BAN4	AT5G18550
A0A1P8BAP3	AT5G18550
Q6NPN3	AT5G18550
Q6J9Q2	AT5G18560
Q8L7L0	AT5G18570
Q9FEE2	AT5G18580
A0A178UH22	AT5G18590
Q8L8Z8	AT5G18600
Q1PDV6	AT5G18610
F4JY24	AT5G18620
F4JY25	AT5G18620
F4JY28	AT5G18630
Q6DBI3	AT5G18630
Q93Z64	AT5G18630
Q3E6T3	AT5G18636
A0A1P8BAH6	AT5G18640
A0A1P8BAJ1	AT5G18640
F4JY30	AT5G18640
Q8VZK0	AT5G18650
Q1H537	AT5G18660
B3H4H8	AT5G18661
Q8VYW2	AT5G18670
A0A1P8B9V1	AT5G18680
Q6NPQ1	AT5G18680
Q6NN00	AT5G18690
F4JY37	AT5G18700
A0A1P8BBA7	AT5G18705
Q3E9E2	AT5G18720
F4JY41	AT5G18730
Q1PDV3	AT5G18730
A0A1P8BCT2	AT5G18735
F4JY42	AT5G18740
B3H4N8	AT5G18748
Q3E9D9	AT5G18750
A0A178USD8	AT5G18760
A0A1R7T3G9	AT5G18760
Q1H5A5	AT5G18760
A0A1P8BDB9	AT5G18770
Q93ZK9	AT5G18770
A0A1P8B9D6	AT5G18780
Q56YH2	AT5G18780
Q9SQT5	AT5G18790
Q8LGE7	AT5G18800
A0A178U8R9	AT5G18810
A0A1P8BF01	AT5G18810
Q1PDV2	AT5G18810
A0A1P8BAR0	AT5G18820
A0A1P8BAS2	AT5G18820
Q56XV8	AT5G18820
F4JZI4	AT5G18830
Q8S9G8	AT5G18830
Q8LBI9	AT5G18840
Q6NLF5	AT5G18850
Q8RY23	AT5G18860
F4JZJ0	AT5G18870
Q3E9D7	AT5G18880
F4JZJ2	AT5G18890
A0A178USF9	AT5G18900
Q8LAN3	AT5G18900
Q8GXZ5	AT5G18910
A0A1P8BCC3	AT5G18920
F4JZJ5	AT5G18920
Q3E9D5	AT5G18930
A0A1P8BGB6	AT5G18937
Q3E9D4	AT5G18940
Q8L9L9	AT5G18940
Q8GYM2	AT5G18950
Q3E7I5	AT5G18960
Q8LG79	AT5G18970
A0A1P8BBZ7	AT5G18980
Q93ZV0	AT5G18980
Q3E9D3	AT5G18990
A0A178UFC0	AT5G19000
Q8L765	AT5G19000
Q8W4J2	AT5G19010
P0C8Q8	AT5G19020
A0A1P8BBG9	AT5G19025
P0C8Q9	AT5G19025
A0A1P8BFN8	AT5G19030
A0A1P8BFP9	AT5G19030
A0JPT9	AT5G19030
F4JZK9	AT5G19030
F4JZL0	AT5G19030
F4JZL1	AT5G19030
Q94ID2	AT5G19040
A0A178UQZ3	AT5G19050
Q5XV39	AT5G19060
A0A1P8BF13	AT5G19070
Q84ME1	AT5G19080
A0A178UG84	AT5G19090
F4JZL7	AT5G19090
A0A178UP54	AT5G19100
A0A1P8BDM1	AT5G19110
F4JZM1	AT5G19110
F4JZM3	AT5G19130
A0A1P8B9Q2	AT5G19140
F4JZM6	AT5G19140
Q94BR2	AT5G19140
Q94AF2	AT5G19150
A0A1P8B9S0	AT5G19160
Q5BPJ0	AT5G19160
F4JZN1	AT5G19170
Q2V366	AT5G19172
Q2V365	AT5G19175
A0A1P8BGN7	AT5G19180
O65041	AT5G19180
F4JZN6	AT5G19200
B5RID6	AT5G19210
Q3E9C3	AT5G19210
P55229	AT5G19220
Q8GUL8	AT5G19230
Q84VZ5	AT5G19240
P59833	AT5G19250
Q6NMR8	AT5G19260
Q3E7D7	AT5G19270
F4K124	AT5G19280
P46014	AT5G19280
A0A178UL23	AT5G19290
Q6NLH7	AT5G19300
A0A1P8BAR5	AT5G19310
F4K128	AT5G19310
A0A178UF56	AT5G19315
Q2V364	AT5G19315
Q9M651	AT5G19320
B9DHT4	AT5G19330
F4K132	AT5G19330
Q6NM33	AT5G19340
Q8VXZ9	AT5G19350
Q3E9C0	AT5G19360
Q93WI0	AT5G19370
A0A178U6V4	AT5G19380
A0A178U7L3	AT5G19380
A0A178U7M1	AT5G19380
A0A178UAD8	AT5G19380
Q058P6	AT5G19380
F4K142	AT5G19390
Q8RWQ4	AT5G19390
A0A1P8BBV1	AT5G19400
A9QM73	AT5G19400
A0A1P8BFZ4	AT5G19410
Q3E9B8	AT5G19410
A0A178UKG0	AT5G19420
A0A1P8BC78	AT5G19420
F4K148	AT5G19420
F4K149	AT5G19420
A0A1P8BGB5	AT5G19430
A0A1P8BGD7	AT5G19430
F4K151	AT5G19430
Q9ASY3	AT5G19430
Q29Q34	AT5G19440
A0A178UL22	AT5G19450
Q42438	AT5G19450
Q8VXZ0	AT5G19460
F4K157	AT5G19470
P0C026	AT5G19470
A0A178U8M8	AT5G19473
A0A1P8BGZ5	AT5G19473
Q6NQD9	AT5G19480
Q1G3F7	AT5G19485
F4K162	AT5G19490
Q5PP33	AT5G19500
Q9SCX3	AT5G19510
Q84M97	AT5G19520
Q9S7X6	AT5G19530
P46645	AT5G19550
Q8L7N7	AT5G19550
A0A1P8BDP4	AT5G19560
A0A1P8BDS2	AT5G19560
A0A1P8BDV2	AT5G19560
Q1KS66	AT5G19560
A0A178UIX0	AT5G19570
A0A178UMI2	AT5G19580
Q8GUJ9	AT5G19590
A0A1R7T3I9	AT5G19595
Q94LW6	AT5G19600
F4K2K3	AT5G19610
A0A178UDA0	AT5G19620
A0A178UDD0	AT5G19620
Q9C5J8	AT5G19620
Q8LC34	AT5G19630
Q3E9B5	AT5G19640
Q3E9B4	AT5G19650
A0A1P8BD04	AT5G19660
C0Z2G0	AT5G19660
Q0WUG6	AT5G19660
Q84WJ9	AT5G19680
A0A1P8BFQ7	AT5G19690
Q93ZY3	AT5G19690
Q4PSF4	AT5G19700
Q8VYZ3	AT5G19730
Q7Y228	AT5G19740
Q9C5M0	AT5G19760
Q56WH1	AT5G19770
B9DHQ0	AT5G19780
Q6J9S1	AT5G19790
Q3E9B1	AT5G19800
Q4PSF3	AT5G19810
Q6NLS8	AT5G19830
F4K2M7	AT5G19840
F4K2M8	AT5G19840
F4K2M9	AT5G19850
A0A1P8BCG6	AT5G19855
Q8L9X2	AT5G19855
Q7XA63	AT5G19860
A0A178UDP9	AT5G19870
A0A178UID4	AT5G19875
P59120	AT5G19880
Q39034	AT5G19890
B9DF92	AT5G19900
Q8VYB1	AT5G19910
A0A178UQT8	AT5G19920
Q0WP96	AT5G19930
F4K2P2	AT5G19940
Q941D3	AT5G19940
F4K2P4	AT5G19950
Q8L502	AT5G19950
A0A1P8BFU0	AT5G19960
Q8RWF8	AT5G19960
A0A1P8BBM0	AT5G19970
Q3E9A9	AT5G19970
Q84L08	AT5G19980
A0A1P8BCJ5	AT5G19990
Q9C5U3	AT5G19990
Q94BQ2	AT5G20000
P41916	AT5G20010
P41917	AT5G20020
A0A384K9F1	AT5G20030
F4K2Q7	AT5G20040
Q9C5J6	AT5G20040
A0A178U8X8	AT5G20045
Q94C25	AT5G20050
A0A384L5V4	AT5G20060
Q94A82	AT5G20070
P83291	AT5G20080
B3H6E6	AT5G20090
Q949R9	AT5G20090
A0A1R7T3H7	AT5G20110
Q6NM36	AT5G20110
Q84VV3	AT5G20120
A0A178UF97	AT5G20130
F4K452	AT5G20140
Q8VZ90	AT5G20140
Q8LBH4	AT5G20150
A0A178UHH2	AT5G20160
F4K455	AT5G20160
F4K456	AT5G20160
A0A384L7N9	AT5G20165
F4K459	AT5G20165
Q6IDB1	AT5G20165
F4K460	AT5G20170
A0A384LN24	AT5G20180
F4K464	AT5G20190
F4K465	AT5G20200
A0A178UL21	AT5G20220
A0A178ULM6	AT5G20220
A0A178ULR6	AT5G20220
A0A178ULX2	AT5G20220
A0A178UM33	AT5G20220
A0A178UML2	AT5G20220
A0A178UMZ2	AT5G20220
A0A178UNR6	AT5G20220
A0A1P8BB27	AT5G20220
A0A1P8BB42	AT5G20220
F4K466	AT5G20220
Q07488	AT5G20230
A0A1P8BAQ7	AT5G20240
P48007	AT5G20240
Q8GTR9	AT5G20240
F4K470	AT5G20250
Q8RX87	AT5G20250
A0A1P8BAD3	AT5G20260
Q3E9A4	AT5G20260
Q93ZH9	AT5G20270
Q94BT0	AT5G20280
Q93VG5	AT5G20290
F4K480	AT5G20300
Q6S5G3	AT5G20300
Q1G363	AT5G20310
A0A1P8B9N9	AT5G20320
F4K482	AT5G20320
P84634	AT5G20320
O49352	AT5G20330
O49353	AT5G20340
Q52T38	AT5G20350
A0A1P8BHR8	AT5G20360
A0A1R7T3E0	AT5G20360
A0A1R7T3E1	AT5G20360
F4K487	AT5G20360
Q3E9A1	AT5G20370
A0A1P8BAK7	AT5G20380
Q3E9A0	AT5G20380
Q8VZ16	AT5G20390
A0A178UB82	AT5G20400
O82730	AT5G20410
F4K493	AT5G20420
F4K494	AT5G20430
F4K495	AT5G20440
B3H515	AT5G20447
A0A1P8BCA5	AT5G20450
A0A1P8BCA8	AT5G20450
A0A1P8BCB8	AT5G20450
A0A1P8BCC0	AT5G20450
A0A1P8BCC2	AT5G20450
A0A1P8BCE2	AT5G20450
F4K5I5	AT5G20450
F4K5I6	AT5G20450
Q5EAF0	AT5G20450
F4K5I8	AT5G20460
F4K5I9	AT5G20470
C0LGT6	AT5G20480
A0A1P8BCY2	AT5G20490
F4K5J1	AT5G20490
Q8LFQ6	AT5G20500
A0A1P8BEQ5	AT5G20510
A0A1P8BEU7	AT5G20510
Q5XEM9	AT5G20510
Q8RXP6	AT5G20520
A0A178UMQ0	AT5G20540
Q8GZ92	AT5G20540
Q8LF12	AT5G20550
Q4PSF2	AT5G20560
F4K5K0	AT5G20570
F4K5K1	AT5G20570
Q940X7	AT5G20570
F4K5K3	AT5G20580
Q0WP45	AT5G20580
A0A1P8BDG5	AT5G20590
F4K5K4	AT5G20590
Q0WW44	AT5G20590
Q8RY12	AT5G20600
F4K5K6	AT5G20610
P0CH32	AT5G20620
P94072	AT5G20630
A0A178UMM6	AT5G20635
Q6AWT8	AT5G20635
A0MFH4	AT5G20640
Q93VM8	AT5G20650
A0A1P8BHB9	AT5G20660
A0A1P8BHD0	AT5G20660
Q0WVZ7	AT5G20660
Q8LCY8	AT5G20660
Q8LFJ0	AT5G20660
A6QR87	AT5G20670
A0A1P8BFS1	AT5G20680
F4K5L5	AT5G20680
Q3E991	AT5G20690
Q8GYX2	AT5G20700
A0A1P8BAR3	AT5G20710
Q9SCV5	AT5G20710
O65282	AT5G20720
F4K5M5	AT5G20730
P93022	AT5G20730
A0A1P8BFL4	AT5G20740
Q84WE4	AT5G20740
F4K5M9	AT5G20790
F4K5N0	AT5G20790
Q2V359	AT5G20810
Q8GWV6	AT5G20810
Q29PU2	AT5G20820
P49040	AT5G20830
Q7XZU1	AT5G20840
Q8LGA8	AT5G20840
A0A1P8BGT9	AT5G20850
P94102	AT5G20850
A0A1P8BCQ9	AT5G20860
Q3E989	AT5G20860
F4K6W1	AT5G20870
Q93ZD8	AT5G20885
Q940P8	AT5G20890
Q9C5K8	AT5G20900
Q8RXD3	AT5G20910
Q41969	AT5G20920
Q39238	AT5G20930
A0A1P8BF40	AT5G20935
F4K6X0	AT5G20935
Q8RWM4	AT5G20940
A0A1P8BG25	AT5G20950
Q8W112	AT5G20950
Q7G193	AT5G20960
Q0WNZ5	AT5G20980
A0A384LMK6	AT5G20990
Q0WR87	AT5G20990
Q39054	AT5G20990
A0A1P8BGT8	AT5G20995
Q1EBV6	AT5G21010
Q3E985	AT5G21020
A0A1P8BDI0	AT5G21030
Q3E984	AT5G21030
Q94AD8	AT5G21040
Q3E983	AT5G21050
A0A178U956	AT5G21060
F4K6Y9	AT5G21060
Q84JZ4	AT5G21060
Q940N6	AT5G21070
F4K6Z1	AT5G21080
Q9FPJ5	AT5G21090
Q8LPL3	AT5G21100
F4K6Z4	AT5G21105
F4K6Z5	AT5G21105
F4K6Z6	AT5G21105
Q94A37	AT5G21105
A0A1P8BG66	AT5G21120
O23115	AT5G21120
Q84VP7	AT5G21125
Q84VP8	AT5G21130
A0A178ULY5	AT5G21140
Q84VP9	AT5G21140
Q84VQ0	AT5G21150
F4K703	AT5G21160
F4K704	AT5G21160
Q940X9	AT5G21160
A0A1P8BB45	AT5G21170
Q2V357	AT5G21170
Q84VQ1	AT5G21170
Q8S9D1	AT5G21222
Q03509	AT5G21274
A0A1P8BHB6	AT5G21280
Q9C589	AT5G21280
Q84VQ3	AT5G21326
Q84VQ4	AT5G21430
Q9FUJ1	AT5G21482
A0A1P8BA90	AT5G21900
Q9C597	AT5G21900
Q5XV37	AT5G21910
F4K8C4	AT5G21920
Q9C595	AT5G21920
A0A1P8BE56	AT5G21930
B9DFX7	AT5G21930
F4K8C8	AT5G21930
Q8GW62	AT5G21930
A0A178UKY2	AT5G21940
Q8GX89	AT5G21940
A0A178UH80	AT5G21950
A0A1P8BDT4	AT5G21950
A0A1P8BDU6	AT5G21950
A0A1P8BDY3	AT5G21950
F4K8D0	AT5G21950
Q56ZM3	AT5G21950
Q8GXH9	AT5G21950
Q9C592	AT5G21950
Q9C591	AT5G21960
Q9C590	AT5G21970
B7ZWR6	AT5G21990
A0A1P8BEK7	AT5G22000
Q9ZT42	AT5G22000
